Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,DB_10ulrr_P1-B-1_01_25883,1_P1-B-3_01_25858,10_P1-C-3_01_25865,11_P1-C-4_01_25866,12_P1-C-5_01_25860,13_P1-C-6_01_25861,14_P1-C-7_01_25875,15_P1-C-8_01_25873,16_P1-C-9_01_25870,17_P1-D-1_01_25859,18_P1-D-2_01_25862,19_P1-D-3_01_25878,2_P1-B-4_01_25872,3_P1-B-5_01_25874,4_P1-B-6_01_25867,5_P1-B-7_01_25863,6_P1-B-8_01_25869,7_P1-B-9_01_25868,8_P1-C-1_01_25877,9_P1-C-2_01_25876,QC1_P1-B-2_01_25857,QC2_P1-B-2_01_25864,QC3_P1-B-2_01_25871,QC4_P1-B-2_01_25879,MB,RT,Prediction,Source Files
1791,17.6,298.2748,w/o MS2:Palmitoleoyl ethanolamide,[M+NH4]+,adduct linked to 1644_[M+H-H2O]+,0.958,True,,298.27411,C18H35NO2,,WFRLANWAASSSFV-FPLPWBNLSA-N,,530,True,True,False,,False,False,,,99.8,,,,,145.53,4_P1-B-6_01_25867,298.27481:10648 299.27816:4316 300.28152:372,69.06915:946 83.08497:742 97.10152:690 282.27957:938,83,8448,6447,3346,6569,7106,6547,6843,7366,5675,7752,6860,10418,5814,10648,8177,7334,8222,6140,4916,9777,6698,8464,7796,GOOD,GOOD,0.0,
1792,18.9,298.3098,w/o MS2:Tridemorph,[M+H]+,,0.042,True,,298.31039,C19H39NO,,YTOPFCCWCSOHFV-UHFFFAOYSA-N,,530,True,True,False,,False,False,,,99.8,,,,,39.51,10_P1-C-3_01_25865,298.30975:2925 299.3131:534 300.31646:310,284.29498:678 296.29498:2070 298.31091:7834,0,214,2925,235,1586,1780,1574,2247,1359,1944,1187,1010,730,951,1068,818,537,709,1611,1778,1211,1244,1349,1259,GOOD,GOOD,0.0,
1793,19.3,298.3106,Tridemorph,[M+H]+,similar chromatogram in higher mz_2757,0.958,True,,298.31039,C19H39NO,,YTOPFCCWCSOHFV-UHFFFAOYSA-N,,430,True,True,True,,False,False,,,81.7,,73.4,74.1,66.7,106.67,10_P1-C-3_01_25865,298.31058:11875 299.31393:4436 300.31729:340,69.06908:634 88.07561:1832 102.09117:766 116.10629:696 298.31033:44346,0,1469,11875,1143,7976,6972,6692,9150,6121,9071,4828,3663,3119,4500,4229,3702,1568,3847,7203,7650,5375,5412,5465,5674,GOOD,GOOD,0.0,
1794,12.0,299.1179,w/o MS2:3-Amino-1-phenyl-1H-benzo[f]chromene-2-carbonitrile,[M+H]+,,0.042,True,,299.11789,C20H14N2O,,JPZDEUZACTYRAF-UHFFFAOYSA-N,,530,True,True,False,,False,False,,,100.0,,,,,5.02,12_P1-C-5_01_25860,299.11789:1110 300.12124:362 301.1246:0,240.06909:1640 258.07779:1480,124,0,134,0,1110,0,86,171,325,92,88,0,0,108,0,74,0,77,0,0,148,157,183,171,GOOD,GOOD,0.0,
1795,8.7,299.1209,w/o MS2:N-Benzoyl-N'-(2-isopropylphenyl)thiourea,[M+H]+,adduct linked to 1637_[M+H-H2O]+,0.917,True,,299.12131,C17H18N2OS,,LTLZZOKXEJJRIP-UHFFFAOYSA-N,,530,True,True,False,,False,False,,,99.9,,,,,297.64,12_P1-C-5_01_25860,299.12088:30292 300.12423:11368 301.12759:3334,91.05418:11664 92.0583:806 104.04951:838 105.04523:488 106.06514:4016 107.07274:6082 108.0765:734 115.0545:20216 116.05945:2482 117.06998:9700 118.07379:892 131.06099:2080 132.06825:6334 133.07463:1492 135.08118:2498 136.02167:6202 150.02359:2390 163.0323:9880 164.03998:11098 165.04808:29980 166.05087:2528 167.0443:894 281.11032:65816 282.11307:11606 283.10724:2668 284.10971:708 299.12106:2966,8952,16219,28094,8069,30292,15515,19659,23930,11605,13033,21822,12006,0,9533,11800,5732,106,23374,12881,20282,14368,15726,15564,14908,GOOD,GOOD,0.0,
1796,8.5,299.1211,w/o MS2:N-Benzoyl-N'-(2-isopropylphenyl)thiourea,[M+H]+,adduct linked to 1636_[M+H-H2O]+; similar chromatogram in higher mz_2183,0.917,True,,299.12131,C17H18N2OS,,LTLZZOKXEJJRIP-UHFFFAOYSA-N,,530,True,True,False,,False,False,,,100.0,,,,,254.65,10_P1-C-3_01_25865,299.12106:25319 300.12441:9806 301.12777:2108,79.05415:830 81.06928:1276 84.08115:586 91.05447:12480 92.05766:664 93.07133:696 102.09016:482 104.05011:726 106.06552:3290 107.07315:5584 115.05467:22946 116.06081:2322 117.07001:10866 118.07381:1224 119.06098:974 120.05759:800 122.05428:486 123.1168:860 131.06035:2646 132.06842:6322 133.07588:1178 135.08119:2388 136.02182:814 150.02493:2070 163.03265:7880 164.04007:8108 165.04816:27744 166.05211:2990 167.04395:1388 202.10919:476 281.11139:58758 282.11472:9058 283.10727:2456 299.12195:3010,7528,13850,25319,7897,23992,12685,17464,20776,9708,11448,17298,10497,0,7315,11025,4051,106,19685,10678,18519,13100,12295,12753,12856,GOOD,GOOD,0.0,
1797,14.2,299.131,w/o MS2:Desmethylolanzapine,[M+2H]2+,ion correlated with 1727,0.083,True,,299.13251,C16H18N4S,,FHPIXVHJEIZKJW-UHFFFAOYSA-N,,530,True,True,False,,False,False,,,98.9,,,,,49.58,3_P1-B-5_01_25874,299.13104:2830 300.13439:860 301.13775:1112,67.05437:1746 69.07027:824 71.07331:1492 79.05466:2012 81.06964:1966 86.09674:5444 91.05447:2946 93.07034:990 95.08595:1018 98.98416:2104 104.10725:3470 117.07024:596 124.9999:2772 184.07314:5264 240.10004:2868,0,539,863,365,324,426,449,363,564,352,403,385,228,2830,548,641,317,251,675,2128,583,495,560,493,GOOD,GOOD,0.0,
1802,17.2,299.196,"w/o MS2:5-amino-3-[(2E)-2-(3,5-dimethyl-2-oxocyclohexylidene)ethyl]-5-oxopentanoic acid",[M+2Na-H]+,adduct linked to 1456_[M+H]+; found in higher mz's MsMs_3387,0.125,True,,299.19653,C15H23NO4,Medium-chain fatty acids,VUHCEJPYCQSKEW-UUILKARUSA-N,O=C(O)CC(CC=C1C(=O)C(C)CC(C)C1)CC(=N)O,530,True,True,False,,False,False,,,99.9,,,,,32.53,4_P1-B-6_01_25867,299.19604:2780 300.19939:1634 301.20275:0,67.05402:626 69.07011:1992 70.07374:696 71.08573:1190 83.08564:1284 95.08564:648 220.21643:1140 238.22635:988 282.27905:1066 299.19714:1648,0,1043,0,0,391,0,83,468,1057,375,646,128,512,335,2780,718,641,657,693,0,650,642,635,644,GOOD,GOOD,0.0,
1803,13.5,299.2363,5-Pregnen-3.beta.-ol-20-one,[M+H-H2O]+,similar chromatogram in higher mz_2377,0.333,True,,299.23691,C21H32O2,,ORNBQBCIOKFOEO-QGVNFLHTSA-N,,430,True,True,True,,False,False,,,79.1,,83.4,58.4,45.3,39.01,9_P1-C-2_01_25876,299.23633:5093 300.23968:2708 301.24304:438,67.05434:1256 79.05406:1138 81.06956:2790 85.06473:1432 91.05476:2080 93.06918:1860 95.08575:2108 105.06995:3390 107.08504:1682 109.10085:872 117.06932:624 119.08537:1380 121.10109:686 131.08537:1256 133.10141:988 135.08022:832 147.11804:1206 149.13322:1376 159.11621:1420 161.13248:3002 162.13544:596 171.11571:598 185.13297:724 189.12706:764 280.26309:704 281.22647:2818 282.2283:620 299.23688:2064,0,1296,627,846,312,192,1960,1309,328,353,106,348,82,1223,1362,2319,248,293,896,5093,1041,831,934,889,GOOD,GOOD,1.0,11_P1-C-4_01_25866; 14_P1-C-7_01_25875; 15_P1-C-8_01_25873; 1_P1-B-3_01_25858; 4_P1-B-6_01_25867; 5_P1-B-7_01_25863; 8_P1-C-1_01_25877; 9_P1-C-2_01_25876
1804,18.6,299.2942,w/o MS2:METHYL OCTADECANOATE,[M+ACN+H]+,adduct linked to 1595_[M+NH4]+,0.917,False,,299.29446,C19H38O2,Fatty acid methyl esters,HPEUJPJOZXNMSJ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)OC,530,True,True,False,,False,False,,,100.0,,,,,42.65,4_P1-B-6_01_25867,299.29422:5391 300.29757:2402 301.30093:478,,973,1989,2539,613,2251,1787,1988,2242,2248,1791,1610,1333,1886,1229,5391,2607,1169,1288,2206,1900,2894,2588,2172,1808,GOOD,GOOD,0.0,
1805,22.3,299.2948,w/o MS2:Pristanic acid,[M+H]+,,0.042,True,,299.29449,C19H38O2,,PAHGJZDQXIOYTH-UHFFFAOYSA-N,,530,True,True,False,,False,False,,,99.9,,,,,31.38,3_P1-B-5_01_25874,299.29483:1569 300.29818:1006 301.30154:0,69.06972:640 299.29617:2606,0,175,214,192,0,459,780,152,0,0,0,0,78,1569,0,0,0,0,0,751,172,188,247,289,GOOD,GOOD,0.0,
1806,6.7,299.3968,Unknown,[M+H]+,,0.042,False,,,,,,,999,False,False,False,,False,False,,,,,,,,21.15,10_P1-C-3_01_25865,299.39676:1058 300.40011:0 301.40347:0,,0,0,1058,0,0,318,176,103,0,84,77,0,0,154,90,0,0,0,494,316,136,0,156,0,GOOD,GOOD,0.0,
1807,6.6,299.5346,Unknown,[M+H]+,,0.042,True,,,,,,,999,False,False,False,,False,False,,,,,,,,20.01,10_P1-C-3_01_25865,299.53464:1001 300.53799:0 301.54135:0,69.03284:638 81.07008:628 84.08035:712 107.08634:626 123.11687:1240,0,0,1001,0,0,406,92,326,108,307,0,0,0,0,0,0,0,0,293,74,0,0,0,0,GOOD,GOOD,0.0,
1808,4.7,300.1992,w/o MS2:Dehydroabietamide,[M+2H]2+,,1.0,True,,300.19943,C20H29NO,Diterpenoids,AKKQGFKWEDCWJK-UHFFFAOYSA-N,N=C(O)C1(C)CCCC2(C3=CC=C(C=C3CCC12)C(C)C)C,530,True,True,False,,False,False,,,100.0,,,,,241.71,10_P1-C-3_01_25865,300.19919:48068 301.20254:6904 302.2059:0,67.0538:1496 73.02846:624 78.55498:1048 79.05418:508 81.06986:4118 84.08064:4696 85.06462:4130 87.04369:618 92.55231:826 95.08632:568 99.04414:4646 101.02276:772 102.09112:1674 115.03893:2544 123.07967:1228 123.117:5166 143.09444:11026 143.59554:2294 145.04898:1628 156.10269:868 159.06584:1124 165.1064:1708 184.13382:660 193.13885:10562 193.64043:2354 202.10777:1956 206.14653:776 216.12303:2044 230.14232:740 245.14931:2416 250.15408:4782 250.65506:1896 272.16803:696 300.19742:1904,3852,11310,48068,27726,16470,30056,27472,23425,12904,23998,14486,12434,11969,16448,4605,12327,13158,21937,32018,25626,18551,16488,14807,13882,GOOD,GOOD,0.0,
1809,5.2,300.1993,w/o MS2:Dehydroabietamide,[M+2H]2+,similar chromatogram in higher mz_3618,1.0,True,,300.19943,C20H29NO,Diterpenoids,AKKQGFKWEDCWJK-UHFFFAOYSA-N,N=C(O)C1(C)CCCC2(C3=CC=C(C=C3CCC12)C(C)C)C,530,True,True,False,,False,False,,,100.0,,,,,340.39,10_P1-C-3_01_25865,300.19934:71424 301.20269:11268 302.20605:314,65.03802:324 67.0537:1804 69.05647:342 69.06951:764 73.02866:522 79.05395:1836 81.06956:11166 82.07294:1210 84.08057:8902 85.06433:1186 85.08404:478 87.04393:1054 93.06962:844 95.08577:2086 99.04445:9618 101.02389:1266 102.0915:43754 103.09491:2482 104.09766:304 115.03912:3248 123.11722:17698 124.12096:1838 126.05513:354 128.10732:1488 140.14304:482 145.05005:1244 159.06526:4160 176.09151:610 184.17023:312 193.13826:12888 193.64027:3806 202.10725:2566 206.1451:1006 216.1228:9768 217.12723:784 234.17662:852 234.6797:330 241.14111:302 242.13857:578 284.18613:432 300.19843:8988,4116,13621,71424,28259,30580,37777,44020,40899,17829,29596,18719,13293,15250,31045,5216,15647,17203,29233,48256,43038,19127,21940,21111,21050,GOOD,GOOD,0.0,
1810,2.8,300.2019,w/o MS2:MLS001076116-01!,[M+NH4]+,ion correlated with 1662; adduct linked to 1662_[M+H]+,0.292,True,,300.203,C19H26ClNO2,,,Cl.Oc1ccc(cc1)C(O)C(NC(C)CCc2ccccc2)C,530,True,True,False,,False,False,,,99.4,,,,,31.73,QC1_P1-B-2_01_25857,300.20187:5042 301.20522:932 302.20858:0,89.05947:5442 133.08635:2290 177.1118:816 283.17273:786,808,584,900,780,922,596,1287,868,936,450,656,383,1236,726,892,502,757,594,949,1528,5042,4736,4187,4627,GOOD,GOOD,0.0,
1811,16.4,300.2898,"2S-Amino-4E-octadecene-1,3S-diol",[M+H]+,similar chromatogram in higher mz_2768; similar chromatogram in higher mz_3953,0.292,True,,300.2897,C18H37NO2,,WWUZIQQURGPMPG-DNWQSSKHSA-N,,430,True,True,True,,False,False,,,85.8,,88.0,80.2,50.0,30.74,13_P1-C-6_01_25861,300.29095:1198 301.2943:470 302.29766:0,300.29053:710,0,244,2472,252,1538,1198,1579,1496,619,771,413,512,574,794,425,637,247,910,1129,1347,712,926,817,655,GOOD,GOOD,1.0,5_P1-B-7_01_25863
1812,18.8,300.2902,w/o MS2:C18_Sphingosine,[M+NH4]+,ion correlated with 1117; ion correlated with 1214; ion correlated with 1024; ion correlated with 898; ion correlated with 759; adduct linked to 1412_[M+H-2H2O]+,0.667,True,,300.29001,C18H37NO2,"1,2-aminoalcohols",WWUZIQQURGPMPG-CCEZHUSRSA-N,OCC(N)C(O)C=CCCCCCCCCCCCCC,530,True,True,False,,False,False,,,100.0,,,,,37.04,4_P1-B-6_01_25867,300.29016:6771 301.29351:2164 302.29687:1050,284.29495:810 298.3107:2368,168,1031,1200,321,1266,1349,1303,1264,1549,1282,1197,897,1326,821,6771,1413,913,900,1644,1020,2386,2437,1825,1592,GOOD,GOOD,0.0,
1813,14.2,300.2903,D-erythro-N-stearoylsphingosine,[M+H]+,adduct linked to 1656_[M+H-H2O]+,0.958,True,,300.2897,C18H37NO2,,WWUZIQQURGPMPG-KRWOKUGFSA-N,,430,True,True,True,,False,False,,,90.1,,82.6,92.2,79.3,196.15,10_P1-C-3_01_25865,300.29034:36457 301.29369:15462 302.29705:1634,65.03821:826 67.05402:7444 68.04963:1130 69.06969:8224 70.06467:868 71.08509:2388 72.04332:1050 77.03806:830 79.05383:4994 80.04955:986 81.05699:580 81.06958:5648 82.06466:3714 83.04892:982 83.08542:5334 85.10135:872 86.05964:1682 91.05504:1004 93.07042:3078 95.07328:678 95.08541:4044 96.08063:1266 96.08904:834 97.06449:610 97.10172:2914 105.04404:880 107.08536:1582 108.08105:514 109.10143:2814 110.09671:442 111.11647:2554 121.10123:2056 123.11718:1064 135.11673:1338 149.13269:608 211.20691:762 247.24277:468 252.26894:10900 253.27174:946 264.2695:5912 265.25067:610 265.27185:1016 282.27966:79684 283.28293:14802 284.28619:1582,109,3873,36457,3971,9493,10433,11346,10138,4968,6136,3314,2852,7055,8747,1592,8880,1463,5648,23702,29850,8516,9661,9476,8932,GOOD,GOOD,0.0,
1814,14.2,300.6343,Unknown,[M+H]+,ion correlated with 3359,0.083,False,,,,,,,999,False,False,False,,False,False,,,,,,,,26.81,3_P1-B-5_01_25874,300.63434:1598 301.63769:1550 302.64105:0,,0,369,533,74,115,202,221,210,152,341,102,0,100,1598,302,369,128,73,570,1082,311,334,270,370,GOOD,GOOD,0.0,
1815,7.3,300.851,"w/o MS2:3,4-Dibromo-2,5-dimethylthiophene 1,1-dioxide",[M+H]+,,0.25,True,,300.85281,C6H6Br2O2S,,CQKFFLZFTZHYDJ-UHFFFAOYSA-N,,530,True,True,False,,False,False,,,98.4,,,,,34.99,8_P1-C-1_01_25877,300.85101:2972 301.85436:2168 302.85772:0,67.05421:632 80.02596:878 81.06968:3260 84.08083:1812 95.08569:836 99.04398:1916 102.09141:1418 120.05753:5942 122.05485:1556 123.1173:5846 124.12026:766 143.09445:1474 145.05074:908 202.10983:1452 216.12262:1054 250.15506:850,0,0,1692,0,1381,800,996,1171,0,393,486,0,261,639,1470,573,91,261,2972,1811,878,678,428,389,GOOD,GOOD,0.0,
1818,7.3,301.1862,w/o MS2:Triethylene glycol,[M+H]+,ion correlated with 1822,0.042,False,,301.1857,C6H14O4,,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,,530,True,True,False,,False,False,,,99.9,,,,,30.44,8_P1-C-1_01_25877,301.18619:1522 302.18954:494 303.1929:0,,0,0,811,0,630,645,636,554,0,369,196,98,0,186,911,217,0,0,1522,884,422,338,229,265,GOOD,GOOD,0.0,
1819,18.6,301.2115,"w/o MS2:NCGC00380136-01!1-(2,3-dihydropyrrol-1-yl)-8,9-dihydroxy-2-methyldecane-1,3-dione",[M+2Na-H]+,adduct linked to 1472_[M+H]+; found in higher mz's MsMs_3405,0.792,True,,301.21201,C15H25NO4,"1,3-dicarbonyl compounds",JOWVGZMGFFSVRV-UHFFFAOYSA-N,O=C(N1C=CCC1)C(C(=O)CCCCC(O)C(O)C)C,530,True,True,False,,False,False,,,99.9,,,,,22.51,4_P1-B-6_01_25867,301.21149:5304 302.21484:2198 303.2182:308,69.06963:1882 71.08533:3060 72.0889:706 81.06952:850 83.08544:1430 85.10092:2044 86.10393:656 89.06009:1600 93.06934:660 95.08614:812 97.10094:842 101.05962:868 103.07516:1932 117.08956:664 257.24857:14412 258.25098:6942 259.25394:742 275.25833:1818 276.26108:934 284.297:1708 301.21143:2738,1708,1915,1455,448,1555,1373,1626,1877,2743,1456,1603,722,1840,1056,5304,2187,1095,760,1104,1357,2022,1959,2296,1104,GOOD,GOOD,0.0,
1820,16.6,301.2143,"w/o MS2:NCGC00385530-02!(E)-5-(1,2,4a,5-tetramethyl-7-oxo-3,4,8,8a-tetrahydro-2H-naphthalen-1-yl)-3-methylpent-2-enoic acid",[M+Na]+,adduct linked to 1626_[M+H-H2O]+,0.833,False,,301.215,C20H30O3,Colensane and clerodane diterpenoids,SLMFLTPPPXRYHP-JLHYYAGUSA-N,O=C(O)C=C(C)CCC1(C)C(C)CCC2(C(=CC(=O)CC21)C)C,530,True,True,False,,False,False,,,99.7,,,,,24.25,4_P1-B-6_01_25867,301.21426:6936 302.21761:3692 303.22097:568,,0,2455,1592,451,2876,2143,1932,3233,3212,1693,2789,1707,2861,1359,6936,3711,2505,3586,2986,1675,2470,2496,3138,2624,GOOD,GOOD,0.0,
1822,7.3,301.5165,Unknown,[M+H]+,ion correlated with 1818,0.042,False,,,,,,,999,False,False,False,,False,False,,,,,,,,27.76,8_P1-C-1_01_25877,301.51645:1388 302.5198:332 303.52316:0,,0,0,903,0,460,357,566,570,0,236,118,0,0,164,849,222,0,72,1388,866,488,177,243,110,GOOD,GOOD,0.0,
1823,13.7,302.0669,"w/o MS2:2-Chloro-N-(1,5-dimethyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazol-4-yl)acetamide",[M+H]+,,0.167,True,,302.06668,C13H14ClN3O2,,FFEHHJFDJVQCCX-UHFFFAOYSA-N,,530,True,True,False,,False,False,,,100.0,,,,,30.47,10_P1-C-3_01_25865,302.06689:2818 303.07024:1340 304.0736:722,91.05437:7638 115.0541:15126 116.06002:1502 117.07012:9128 118.07378:884 135.01381:602 167.99371:3964 284.05682:19420 285.05899:3906 286.05295:1386,639,786,2818,369,987,600,601,1009,473,430,1037,304,0,533,456,294,0,729,821,1229,614,502,505,525,GOOD,GOOD,0.0,
1824,16.7,302.1906,tert-Butyl 4-(1H-indol-4-yl)piperazine-1-carboxylate,[M+H]+,,0.042,True,,302.18631,C17H23N3O2,,OEAMZRWFIQSVJQ-UHFFFAOYSA-N,,430,True,True,True,,False,False,,,72.6,,60.6,74.3,50.0,27.71,8_P1-C-1_01_25877,302.19064:1386 303.19399:0 304.19735:0,91.05421:1732 103.05366:768 106.06501:1012 107.07276:1254 196.11179:2184 302.19086:6642,0,0,0,208,0,500,343,0,204,74,0,0,601,866,111,981,574,0,1386,800,429,437,318,251,GOOD,GOOD,0.0,
1825,1.4,302.1971,heliocurassavicine n-oxyde,[M+H]+,,0.208,True,3.59,302.194,C15H27NO5,Pyrrolizidines,DLNWZIVYKQXLTN-YOPIWALVSA-N,O=C(OCC1CC[N+]2([O-])CCCC12)C(O)(C(O)C)C(C)C,430,True,True,True,,False,False,,,73.8,100.0,55.5,74.0,50.0,25.89,14_P1-C-7_01_25875,302.19443:2158 303.19778:548 304.20114:0,99.04329:656 202.10678:974 302.19531:2474,433,443,2459,1207,1254,1169,2158,1600,511,1023,561,537,602,2087,254,592,694,1063,2963,2956,959,918,898,1331,GOOD,GOOD,0.0,
1827,14.6,302.3053,sphinganine related molecules,[M+H]+,similar chromatogram in higher mz_2432,0.375,True,,302.30499,,,,,430,True,True,True,,False,False,,,87.7,,84.7,87.8,60.0,28.47,15_P1-C-8_01_25873,302.3053:2756 303.30865:1476 304.31201:0,67.05443:1272 81.07005:962 83.08612:734 95.08561:1550 97.10168:960 109.10117:1108 135.11702:688 254.28293:672 266.28302:612 284.29498:5554 285.30014:994 302.30499:1704,0,1112,1615,96,887,693,769,2756,1258,2040,410,532,829,1200,158,1227,379,949,1245,1235,871,750,1006,744,GOOD,GOOD,0.7598857283592224,3_P1-B-5_01_25874
1829,18.4,302.3056,D-erythro-Sphinganine,[M+H]+,adduct linked to 2163_[M+ACN+H]+,0.875,True,,302.30539,C18H39NO2,,OTKJDMGTUTTYMP-ZWKOTPCHSA-N,,430,True,True,True,,False,False,,,74.9,,60.1,72.3,50.0,34.65,3_P1-B-5_01_25874,302.30481:1496 303.30816:564 304.31152:0,69.06957:892 71.08572:730 74.05999:924 88.07559:2580 102.09177:1506 284.29437:71562 285.29816:14318 286.30029:1384,0,814,2506,758,2647,2256,1930,2484,1916,2208,2323,1613,1538,1496,1534,1804,1081,1531,1982,1962,2224,2160,2063,1850,GOOD,GOOD,0.0,
1830,11.1,303.1527,w/o MS2:Mycosporine glutaminol,[M+H]+,,0.167,True,,303.15399,C13H22N2O6,,BVWBDCIYHWDCRQ-UHFFFAOYSA-N,O=C1C(OC)=C(NC(CO)CCC(=N)O)CC(O)(CO)C1,530,True,True,False,,False,False,,,99.1,,,,,71.61,10_P1-C-3_01_25865,303.15268:7486 304.15603:3220 305.15939:966,99.08063:27284 100.08348:1316 163.0323:824 164.04053:3608 205.0799:9028 206.08257:1120 303.15341:5902,170,892,7486,3552,1456,1394,1487,1315,992,615,838,772,0,915,964,296,0,2189,2392,3343,1472,1473,1405,1302,GOOD,GOOD,0.0,
1832,17.6,303.2291,Geranyl caprylate,[M+Na]+,adduct linked to 1644_[M+H-H2O]+,0.958,True,,303.2294,C18H32O2,,YYBMOGCOPQVSLQ-SAPNQHFASA-N,,430,True,True,True,,False,False,,,85.4,,88.0,77.5,50.0,115.86,5_P1-B-7_01_25863,303.2298:8037 304.23315:3300 305.23651:748,303.22906:726,0,7550,4975,2246,4489,5096,5502,5642,6718,4034,6365,5400,10376,5534,9296,8037,5809,6564,5071,3488,5894,4677,7045,6530,GOOD,GOOD,0.0,
1833,16.5,303.2322,"cis-5,8,11,14,17-Eicosapentaenoic acid",[M+H]+,adduct linked to 1683_[M+H-H2O]+; adduct linked to 1955_[M+NH4]+; adduct linked to 1980_[M+Na]+; found in higher mz's MsMs_3345; similar chromatogram in higher mz_3754; similar chromatogram in higher mz_4280; similar chromatogram in higher mz_2263,1.0,True,,303.2319,C20H30O2,,JAZBEHYOTPTENJ-JLNKQSITSA-N,,430,True,True,True,,False,False,,,94.6,,90.0,94.4,93.9,348.31,16_P1-C-9_01_25870,303.23267:43924 304.23602:21236 305.23938:2914,65.03831:686 67.05411:17534 68.05757:932 69.03355:382 69.07003:5848 71.04877:1172 71.08603:496 73.06416:326 77.03825:1110 79.05418:12564 80.05721:494 81.06985:24092 82.07304:2094 83.04954:646 83.0854:2670 84.08852:314 85.06476:1674 91.05422:22976 92.0576:1772 93.07032:17564 94.07344:1538 95.04996:608 95.08572:20812 96.0893:1520 97.06537:1546 97.10126:1718 98.1046:468 99.04325:478 101.05952:748 103.0547:812 104.06181:430 105.04476:2106 105.07018:14084 106.04977:312 106.07394:1358 107.04963:538 107.08582:10740 108.08917:846 109.06498:1152 109.10161:13152 110.10408:1182 111.08037:766 111.11736:1006 113.06022:906 115.05366:832 116.06:362 117.07021:5284 118.07475:662 119.06243:338 119.08567:16676 120.0893:962 121.06656:914 121.10129:15716 122.1048:1610 123.08076:1164 123.11707:9982 124.12038:332 125.09704:376 127.07548:702 128.06122:766 129.0705:2210 130.07748:464 131.08612:8136 132.08839:910 133.10147:11850 134.10492:1458 135.08078:3182 135.11729:13032 136.12114:958 137.09737:764 137.13248:2524 139.07658:650 141.07103:1218 141.09216:396 143.08571:1282 145.1017:4200 146.104:326 147.08153:388 147.1172:9624 148.12193:1272 149.0966:3540 149.13239:7878 150.09917:932 150.13577:860 151.11235:394 151.14778:332 153.09106:1616 155.08652:720 155.10652:538 157.10217:1370 158.10555:368 159.08221:338 159.11772:3168 160.12254:316 161.09691:1842 161.13274:8590 162.13522:1056 163.11182:1802 163.14857:1972 164.15277:340 165.09258:968 165.12671:550 167.10759:3466 168.11069:364 169.10133:1254 171.11736:1388 173.09669:660 173.13297:2008 175.11125:1746 175.14867:7072 176.11507:310 176.15221:842 177.12746:776 177.16463:478 179.1077:1930 181.12259:2384 182.12407:314 183.11731:1374 185.13365:690 187.11205:858 187.1501:1168 189.12747:1186 189.16428:3696 190.1684:600 191.10542:980 193.12297:2608 195.13924:1148 197.13251:838 201.12929:1492 201.16446:1278 202.16656:492 203.14415:944 203.17966:1662 205.12277:1136 207.13818:2172 208.14232:432 209.1539:1152 211.14981:380 215.14426:560 219.13853:1948 220.14413:524 221.15407:2352 223.16867:400 229.16136:548 233.15419:1470 234.16052:414 235.17145:330 239.18115:614 241.19513:414 243.17599:404 243.20963:956 247.16986:1710 248.1738:416 257.19083:1252 258.19424:300 261.18481:1536 267.2113:1654 268.21332:388 285.22278:3278 286.22552:634 303.2327:38942,1209,31270,14010,2910,9321,7723,7004,12002,43924,45941,25715,14506,32467,14220,3385,57562,23630,3952,12723,9899,11179,13321,12730,12351,GOOD,GOOD,1.0,11_P1-C-4_01_25866; 14_P1-C-7_01_25875; 15_P1-C-8_01_25873; 18_P1-D-2_01_25862; 6_P1-B-8_01_25869; 7_P1-B-9_01_25868
1834,15.7,303.2532,Glycerol 1-myristate,[M+H]+,ion correlated with 1684; adduct linked to 1684_[M+H-H2O]+; adduct linked to 1982_[M+Na]+,0.042,True,,303.25299,C17H34O4,,DCBSHORRWZKAKO-UHFFFAOYSA-N,,430,True,True,True,,False,False,,,88.4,,93.8,81.2,51.9,92.7,4_P1-B-6_01_25867,303.25323:4635 304.25658:2134 305.25994:0,67.05415:2372 69.06947:2410 71.0853:7274 81.06992:3128 83.085:1080 85.10073:3928 95.08548:5818 96.08927:604 97.1022:1104 109.10139:2706 111.11646:1086 123.11704:1254 211.20549:2582 229.21614:1464 285.24365:3504 286.24536:612,163,192,82,0,201,138,79,414,413,154,355,267,78,0,4635,259,94,213,338,0,443,416,380,290,GOOD,GOOD,0.0,
